customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00350,Female,0,No,No,5,No,No,No,No,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,47.51,222.74,No
CUST00351,Male,0,No,Yes,3,No,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,One year,No,Electronic check,103.49,309.32,Yes
CUST00352,Male,0,Yes,Yes,28,Yes,No,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.39,1337.62,No
CUST00353,Female,1,Yes,No,58,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Electronic check,25.69,1374.86,No
CUST00354,Female,0,Yes,Yes,16,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,No,Credit card (automatic),25.25,396.73,No
CUST00355,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,62.74,2621.28,No
CUST00356,Female,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),113.18,7442.2,Yes
CUST00357,Female,0,Yes,No,33,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),48.59,1636.84,No
CUST00358,Male,0,No,Yes,7,No,Yes,No,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),62.72,418.38,No
CUST00359,Male,0,Yes,Yes,12,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),30.19,369.36,No
CUST00360,Female,0,No,No,7,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,69.36,530.87,Yes
CUST00361,Male,0,No,Yes,64,No,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.65,5763.44,Yes
CUST00362,Male,0,No,Yes,42,Yes,No phone service,No,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,47.12,2062.49,No
CUST00363,Female,0,No,Yes,38,No,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,49.67,1847.99,No
CUST00364,Male,0,No,Yes,58,No,No phone service,No,No internet service,No,No,No internet service,No,No,One year,Yes,Mailed check,104.2,6092.35,No
CUST00365,Male,0,No,Yes,43,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),21.04,883.58,No
CUST00366,Female,0,Yes,Yes,8,No,Yes,Fiber optic,No,No,No,No,No,No internet service,One year,No,Bank transfer (automatic),83.65,678.88,No
CUST00367,Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,No,Bank transfer (automatic),59.39,2110.16,No
CUST00368,Male,1,Yes,No,35,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,No internet service,One year,Yes,Electronic check,49.84,1737.3,No
CUST00369,Male,1,Yes,No,27,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.76,2326.1,No
CUST00370,Female,0,No,No,41,No,No phone service,No,No,No,Yes,No internet service,Yes,No,One year,Yes,Electronic check,103.47,4271.93,No
CUST00371,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,75.84,3188.35,No
CUST00372,Female,0,No,No,41,No,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.11,823.2,No
CUST00373,Female,0,Yes,Yes,65,No,No,No,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,66.14,4295.25,No
CUST00374,Male,0,No,Yes,54,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),66.28,3652.64,No
CUST00375,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.38,5276.74,No
CUST00376,Female,0,No,Yes,47,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,87.1,4168.62,No
CUST00377,Male,0,No,No,21,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,No,Credit card (automatic),21.93,454.52,No
CUST00378,Female,0,No,Yes,26,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.2,1746.6,No
CUST00379,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,Yes,Mailed check,78.83,5181.13,No
CUST00380,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),54.34,624.16,No
CUST00381,Female,0,No,Yes,44,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),86.84,3809.48,No
CUST00382,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),42.82,326.11,No
CUST00383,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),51.74,413.48,No
CUST00384,Male,0,Yes,Yes,53,No,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),116.28,6146.43,Yes
CUST00385,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),54.81,1489.45,No
CUST00386,Male,0,Yes,Yes,33,No,No,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1742.94,No
CUST00387,Male,0,Yes,Yes,0,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.57,12.28,No
CUST00388,Male,0,Yes,Yes,31,No,Yes,No,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,117.1,3650.65,Yes
CUST00389,Male,0,No,No,70,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,118.31,8320.45,No
CUST00390,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,77.97,5127.84,No
CUST00391,Male,1,Yes,No,19,No,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),20.11,393.13,No
CUST00392,Female,1,No,No,34,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),110.07,3760.04,No
CUST00393,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),77.02,1149.9,No
CUST00394,Male,0,Yes,No,17,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Mailed check,56.6,945.81,No
CUST00395,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),102.92,4526.85,No
CUST00396,Female,0,No,No,52,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),59.98,3123.19,No
CUST00397,Female,1,Yes,No,67,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),23.4,1571.42,No
CUST00398,Female,0,No,Yes,64,No,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),102.11,6556.92,No
CUST00399,Male,0,No,Yes,0,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Mailed check,74.59,96.88,Yes
CUST00400,Female,0,No,No,57,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),53.81,3037.4,No
CUST00401,Female,0,No,Yes,25,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,One year,No,Mailed check,45.09,1146.31,No
CUST00402,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,79.38,1573.29,No
CUST00403,Male,0,No,Yes,9,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,40.8,277.27,Yes
CUST00404,Female,0,Yes,No,58,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.39,3052.03,No
CUST00405,Female,1,Yes,Yes,40,No,Yes,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.65,3261.98,Yes
CUST00406,Female,1,No,Yes,4,No,No phone service,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),108.15,541.88,Yes
CUST00407,Female,0,No,No,64,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,73.29,4716.66,No
CUST00408,Female,0,No,No,16,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),95.91,1553.91,No
CUST00409,Female,0,Yes,No,21,No,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.31,1928.84,Yes
CUST00410,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,86.44,3432.38,No
CUST00411,Female,0,Yes,No,67,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),44.58,2961.87,No
CUST00412,Female,0,No,Yes,68,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Mailed check,106.68,7342.56,No
CUST00413,Male,0,No,No,10,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),63.63,672.76,No
CUST00414,Male,0,Yes,No,55,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),24.42,1260.45,No
CUST00415,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,44.46,2246.48,No
CUST00416,Male,0,No,Yes,20,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,96.55,1855.85,No
CUST00417,Female,1,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,26.91,591.28,No
CUST00418,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.74,647.99,No
CUST00419,Female,0,Yes,Yes,59,Yes,No phone service,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,89.42,5313.02,Yes
CUST00420,Female,1,Yes,No,70,No,Yes,No,Yes,No,No,No internet service,No,No,One year,No,Mailed check,109.26,7671.14,No
CUST00421,Female,0,Yes,Yes,46,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),83.37,3929.0,Yes
CUST00422,Female,1,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),42.23,2974.54,No
CUST00423,Male,0,Yes,No,25,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No,Two year,No,Electronic check,25.34,642.0,No
CUST00424,Female,0,Yes,No,39,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.51,3118.09,No
CUST00425,Male,0,No,Yes,4,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,24.74,141.84,No
CUST00426,Male,0,No,Yes,20,No,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),81.27,1542.83,Yes
CUST00427,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),42.56,228.7,Yes
CUST00428,Male,0,No,Yes,22,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Credit card (automatic),110.47,2473.88,No
CUST00429,Female,0,No,Yes,14,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,67.51,1084.63,No
CUST00430,Male,0,Yes,Yes,7,No,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),42.39,316.2,No
CUST00431,Female,1,No,No,40,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.31,4258.41,No
CUST00432,Male,1,Yes,Yes,18,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.4,803.34,No
CUST00433,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),50.66,2277.54,No
CUST00434,Female,0,No,No,27,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),103.43,2740.03,No
CUST00435,Female,0,Yes,Yes,67,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,50.88,3336.57,No
CUST00436,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),61.02,863.75,No
CUST00437,Female,1,Yes,No,36,No,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),54.77,1969.26,No
CUST00438,Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),31.64,0.0,Yes
CUST00439,Male,0,Yes,No,66,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,23.89,1531.8,No
CUST00440,Male,0,Yes,No,23,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Mailed check,92.45,2127.97,No
CUST00441,Female,0,Yes,Yes,26,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.51,2142.6,No
CUST00442,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),48.24,1899.19,No
CUST00443,Female,1,No,No,62,No,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,49.56,3019.62,No
CUST00444,Female,0,No,No,60,Yes,No,DSL,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Electronic check,114.5,6882.79,Yes
CUST00445,Male,0,No,Yes,35,No,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,118.77,4099.41,No
CUST00446,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),67.34,1491.49,No
CUST00447,Female,1,Yes,Yes,23,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,One year,No,Electronic check,100.25,2187.64,No
CUST00448,Male,1,No,No,3,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,93.67,273.0,No
CUST00449,Female,0,No,Yes,66,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Mailed check,49.73,3354.88,No
CUST00450,Female,0,No,No,33,No,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),25.86,923.25,No
CUST00451,Female,0,Yes,No,56,No,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.26,1934.76,No
CUST00452,Female,0,No,Yes,48,No,Yes,No,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),103.83,4883.79,Yes
CUST00453,Female,1,No,No,52,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),93.12,4884.43,No
CUST00454,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,No,Mailed check,86.43,1912.74,No
CUST00455,Male,0,No,Yes,68,No,No phone service,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Mailed check,33.06,2227.75,No
CUST00456,Female,0,Yes,Yes,52,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),83.99,4427.85,No
CUST00457,Female,0,Yes,Yes,61,No,No phone service,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),97.22,5961.19,Yes
CUST00458,Male,0,Yes,Yes,40,No,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Electronic check,106.06,4340.48,Yes
CUST00459,Male,0,No,No,56,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),21.32,1123.64,No
CUST00460,Female,0,No,No,59,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No,One year,No,Mailed check,88.45,5152.18,No
CUST00461,Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No,No,No,Yes,No,Two year,Yes,Electronic check,21.91,1103.28,No
CUST00462,Female,0,No,No,69,No,Yes,DSL,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,90.69,6243.36,No
CUST00463,Male,0,No,Yes,56,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,83.56,4758.77,No
CUST00464,Female,0,No,No,9,No,Yes,No,No,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,34.83,282.29,No
CUST00465,Male,0,No,No,39,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.61,3737.68,Yes
CUST00466,Female,0,Yes,No,6,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,26.83,181.84,No
CUST00467,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),102.64,3839.84,No
CUST00468,Male,0,Yes,Yes,60,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.19,2659.56,No
CUST00469,Female,0,Yes,Yes,2,Yes,No,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),88.89,229.77,No
CUST00470,Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),112.37,5585.74,No
CUST00471,Female,1,Yes,No,46,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.98,2477.96,No
CUST00472,Male,0,No,Yes,67,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,70.29,4780.34,No
CUST00473,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),66.31,2442.65,No
CUST00474,Male,0,Yes,Yes,35,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.76,1175.01,No
CUST00475,Female,0,Yes,Yes,40,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,79.03,3087.5,No
CUST00476,Male,0,Yes,Yes,68,No,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.3,6410.94,Yes
CUST00477,Female,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,111.69,1323.56,Yes
CUST00478,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,105.08,5992.53,No
CUST00479,Female,0,No,No,49,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,71.0,3458.94,No
CUST00480,Female,0,No,Yes,29,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.9,2727.17,Yes
CUST00481,Female,0,Yes,No,61,No,No phone service,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.08,6106.12,No
CUST00482,Male,0,Yes,No,24,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,69.35,1576.25,No
CUST00483,Female,0,Yes,No,26,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),31.54,860.87,No
CUST00484,Male,0,No,Yes,50,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),63.79,3284.81,No
CUST00485,Female,0,Yes,Yes,56,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Mailed check,104.25,5845.75,No
CUST00486,Male,0,No,No,46,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.66,3675.99,No
CUST00487,Female,0,Yes,No,38,No,No phone service,No,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,92.45,3474.11,No
CUST00488,Male,0,No,No,15,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),38.53,565.83,No
CUST00489,Male,1,No,Yes,21,Yes,No,No,No,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,116.43,2470.17,No
CUST00490,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,60.41,3258.32,No
CUST00491,Male,0,Yes,Yes,20,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.36,1729.5,Yes
CUST00492,Male,0,No,Yes,71,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,21.89,1645.09,No
CUST00493,Female,0,No,No,15,No,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.73,495.87,No
CUST00494,Male,0,Yes,No,58,Yes,No phone service,No,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.2,5639.52,No
CUST00495,Male,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,116.8,3449.35,Yes
CUST00496,Male,1,No,Yes,41,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.01,2194.13,No
CUST00497,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.72,785.68,No
CUST00498,Male,1,No,Yes,58,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),56.09,3170.99,No
CUST00499,Female,0,No,Yes,33,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),21.75,707.27,No
CUST00500,Male,0,Yes,Yes,8,No,No,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,39.24,305.26,No
CUST00501,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,95.25,914.92,No
CUST00502,Male,1,Yes,Yes,9,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.71,952.87,Yes
CUST00503,Female,0,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.74,421.16,No
CUST00504,Male,1,Yes,No,67,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),75.79,5030.26,No
CUST00505,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),45.39,2064.01,No
CUST00506,Female,0,No,Yes,51,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,33.91,1770.86,No
CUST00507,Male,1,Yes,No,24,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),41.9,1019.75,No
CUST00508,Female,0,Yes,No,20,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),77.78,1532.39,No
CUST00509,Female,0,Yes,No,64,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),26.51,1593.11,No
CUST00510,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),63.42,3917.09,No
CUST00511,Female,1,Yes,No,50,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),33.52,1702.05,No
CUST00512,Male,1,Yes,Yes,35,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,47.27,1617.65,No
CUST00513,Female,0,No,Yes,65,No,No,No,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,39.08,2482.7,No
CUST00514,Female,0,No,Yes,14,No,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),108.3,1510.05,No
CUST00515,Male,1,Yes,No,38,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),90.8,3467.15,Yes
CUST00516,Female,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,106.85,7272.65,No
CUST00517,Female,0,Yes,No,0,No,Yes,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),58.35,67.7,No
CUST00518,Female,1,No,No,22,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,51.34,1067.02,No
CUST00519,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),58.06,2185.14,No
CUST00520,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),21.85,1282.66,No
CUST00521,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),92.47,3057.78,No
CUST00522,Female,1,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),54.98,2254.0,No
CUST00523,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.33,693.64,No
CUST00524,Female,1,Yes,No,69,No,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),79.81,5433.91,No
