customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,ChurnProbability,Customer_Status
CUST00381,Female,0,No,Yes,44,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),86.84,3809.48,0.045192674,Not At Risk
CUST00382,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),42.82,326.11,0.24662103,Not At Risk
CUST00383,Male,0,Yes,No,8,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),51.74,413.48,0.03764358,Not At Risk
CUST00385,Female,0,No,Yes,26,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),54.81,1489.45,0.15102716,Not At Risk
CUST00386,Male,0,Yes,Yes,33,No,No,No,No internet service,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1742.94,0.14281365,Not At Risk
CUST00387,Male,0,Yes,Yes,0,No,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.57,12.28,0.04615787,Not At Risk
CUST00389,Male,0,No,No,70,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,118.31,8320.45,0.10249551,Not At Risk
CUST00390,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,77.97,5127.84,0.20182917,Not At Risk
CUST00391,Male,1,Yes,No,19,No,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),20.11,393.13,0.12649864,Not At Risk
CUST00392,Female,1,No,No,34,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),110.07,3760.04,0.0326185,Not At Risk
CUST00393,Female,0,No,No,16,No,No phone service,No,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),77.02,1149.9,0.06256004,Not At Risk
CUST00394,Male,0,Yes,No,17,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No,One year,Yes,Mailed check,56.6,945.81,0.108281896,Not At Risk
CUST00395,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),102.92,4526.85,0.07009412,Not At Risk
CUST00396,Female,0,No,No,52,No,Yes,No,Yes,No,No,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),59.98,3123.19,0.12711707,Not At Risk
CUST00397,Female,1,Yes,No,67,No,No phone service,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),23.4,1571.42,0.17724323,Not At Risk
CUST00398,Female,0,No,Yes,64,No,No phone service,DSL,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),102.11,6556.92,0.069847524,Not At Risk
CUST00400,Female,0,No,No,57,No,No phone service,DSL,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),53.81,3037.4,0.08510987,Not At Risk
CUST00401,Female,0,No,Yes,25,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,One year,No,Mailed check,45.09,1146.31,0.07643143,Not At Risk
CUST00402,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Mailed check,79.38,1573.29,0.028385278,Not At Risk
CUST00404,Female,0,Yes,No,58,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.39,3052.03,0.13997541,Not At Risk
CUST00407,Female,0,No,No,64,Yes,No phone service,No,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,73.29,4716.66,0.0446964,Not At Risk
CUST00408,Female,0,No,No,16,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),95.91,1553.91,0.15047017,Not At Risk
CUST00410,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,86.44,3432.38,0.06917827,Not At Risk
CUST00411,Female,0,Yes,No,67,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),44.58,2961.87,0.036122423,Not At Risk
CUST00412,Female,0,No,Yes,68,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,Two year,Yes,Mailed check,106.68,7342.56,0.12044612,Not At Risk
CUST00413,Male,0,No,No,10,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),63.63,672.76,0.15269731,Not At Risk
CUST00414,Male,0,Yes,No,55,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),24.42,1260.45,0.01933496,Not At Risk
CUST00415,Male,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,44.46,2246.48,0.26477295,Not At Risk
CUST00416,Male,0,No,Yes,20,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Mailed check,96.55,1855.85,0.029866224,Not At Risk
CUST00417,Female,1,No,No,25,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,26.91,591.28,0.034541115,Not At Risk
CUST00418,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),34.74,647.99,0.1416031,Not At Risk
CUST00420,Female,1,Yes,No,70,No,Yes,No,Yes,No,No,No internet service,No,No,One year,No,Mailed check,109.26,7671.14,0.045362584,Not At Risk
CUST00422,Female,1,Yes,Yes,70,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,No,Credit card (automatic),42.23,2974.54,0.09371032,Not At Risk
CUST00423,Male,0,Yes,No,25,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No,Two year,No,Electronic check,25.34,642.0,0.018827202,Not At Risk
CUST00424,Female,0,Yes,No,39,No,No phone service,No,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),81.51,3118.09,0.023443496,Not At Risk
CUST00425,Male,0,No,Yes,4,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,24.74,141.84,0.11023145,Not At Risk
CUST00428,Male,0,No,Yes,22,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Credit card (automatic),110.47,2473.88,0.060495026,Not At Risk
CUST00429,Female,0,No,Yes,14,No,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Mailed check,67.51,1084.63,0.1833341,Not At Risk
CUST00430,Male,0,Yes,Yes,7,No,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),42.39,316.2,0.019353623,Not At Risk
CUST00431,Female,1,No,No,40,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),105.31,4258.41,0.04440753,Not At Risk
CUST00432,Male,1,Yes,Yes,18,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.4,803.34,0.3105514,Not At Risk
CUST00433,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Credit card (automatic),50.66,2277.54,0.07848725,Not At Risk
CUST00434,Female,0,No,No,27,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),103.43,2740.03,0.03428415,Not At Risk
CUST00435,Female,0,Yes,Yes,67,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,50.88,3336.57,0.08080084,Not At Risk
CUST00436,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),61.02,863.75,0.021734789,Not At Risk
CUST00437,Female,1,Yes,No,36,No,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),54.77,1969.26,0.023909068,Not At Risk
CUST00439,Male,0,Yes,No,66,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,23.89,1531.8,0.23988144,Not At Risk
CUST00440,Male,0,Yes,No,23,No,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Mailed check,92.45,2127.97,0.139883,Not At Risk
CUST00441,Female,0,Yes,Yes,26,No,Yes,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.51,2142.6,0.08155023,Not At Risk
CUST00442,Male,0,Yes,Yes,39,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),48.24,1899.19,0.057295892,Not At Risk
CUST00443,Female,1,No,No,62,No,Yes,No,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,49.56,3019.62,0.08368477,Not At Risk
CUST00445,Male,0,No,Yes,35,No,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,118.77,4099.41,0.091694675,Not At Risk
CUST00446,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),67.34,1491.49,0.044127326,Not At Risk
CUST00447,Female,1,Yes,Yes,23,Yes,Yes,No,Yes,No internet service,Yes,No,No,No,One year,No,Electronic check,100.25,2187.64,0.1815477,Not At Risk
CUST00448,Male,1,No,No,3,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Two year,Yes,Electronic check,93.67,273.0,0.18287842,Not At Risk
CUST00449,Female,0,No,Yes,66,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Mailed check,49.73,3354.88,0.008520144,Not At Risk
CUST00450,Female,0,No,No,33,No,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),25.86,923.25,0.26170194,Not At Risk
CUST00451,Female,0,Yes,No,56,No,No phone service,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.26,1934.76,0.18066047,Not At Risk
CUST00453,Female,1,No,No,52,Yes,Yes,No,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),93.12,4884.43,0.07007209,Not At Risk
CUST00454,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,No,Mailed check,86.43,1912.74,0.077474244,Not At Risk
CUST00455,Male,0,No,Yes,68,No,No phone service,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Mailed check,33.06,2227.75,0.017946962,Not At Risk
CUST00456,Female,0,Yes,Yes,52,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),83.99,4427.85,0.053248946,Not At Risk
CUST00459,Male,0,No,No,56,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,One year,No,Bank transfer (automatic),21.32,1123.64,0.04792046,Not At Risk
CUST00460,Female,0,No,No,59,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No,One year,No,Mailed check,88.45,5152.18,0.028810047,Not At Risk
CUST00461,Male,0,Yes,Yes,53,No,No phone service,No,No internet service,No,No,No,Yes,No,Two year,Yes,Electronic check,21.91,1103.28,0.048755717,Not At Risk
CUST00462,Female,0,No,No,69,No,Yes,DSL,No,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,90.69,6243.36,0.1473571,Not At Risk
CUST00463,Male,0,No,Yes,56,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,83.56,4758.77,0.025730908,Not At Risk
CUST00464,Female,0,No,No,9,No,Yes,No,No,Yes,No,No internet service,No internet service,Yes,One year,No,Electronic check,34.83,282.29,0.1157524,Not At Risk
CUST00466,Female,0,Yes,No,6,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Mailed check,26.83,181.84,0.109789684,Not At Risk
CUST00467,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),102.64,3839.84,0.014236231,Not At Risk
CUST00468,Male,0,Yes,Yes,60,No,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.19,2659.56,0.11629743,Not At Risk
CUST00469,Female,0,Yes,Yes,2,Yes,No,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),88.89,229.77,0.016269889,Not At Risk
CUST00470,Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),112.37,5585.74,0.17184763,Not At Risk
CUST00471,Female,1,Yes,No,46,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.98,2477.96,0.13822877,Not At Risk
CUST00472,Male,0,No,Yes,67,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,No,Mailed check,70.29,4780.34,0.012351441,Not At Risk
CUST00473,Female,0,No,No,37,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),66.31,2442.65,0.053412344,Not At Risk
CUST00474,Male,0,Yes,Yes,35,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.76,1175.01,0.015667215,Not At Risk
CUST00475,Female,0,Yes,Yes,40,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,79.03,3087.5,0.32574826,Not At Risk
CUST00478,Male,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Electronic check,105.08,5992.53,0.0524394,Not At Risk
CUST00479,Female,0,No,No,49,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,71.0,3458.94,0.047809582,Not At Risk
CUST00481,Female,0,Yes,No,61,No,No phone service,No,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.08,6106.12,0.18722717,Not At Risk
CUST00482,Male,0,Yes,No,24,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,69.35,1576.25,0.06779725,Not At Risk
CUST00483,Female,0,Yes,No,26,No,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),31.54,860.87,0.14746228,Not At Risk
CUST00484,Male,0,No,Yes,50,No,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),63.79,3284.81,0.07729831,Not At Risk
CUST00485,Female,0,Yes,Yes,56,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,One year,No,Mailed check,104.25,5845.75,0.018103933,Not At Risk
CUST00486,Male,0,No,No,46,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.66,3675.99,0.06528195,Not At Risk
CUST00487,Female,0,Yes,No,38,No,No phone service,No,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,92.45,3474.11,0.044443157,Not At Risk
CUST00488,Male,0,No,No,15,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),38.53,565.83,0.027648885,Not At Risk
CUST00489,Male,1,No,Yes,21,Yes,No,No,No,No internet service,No internet service,No,No,No,Two year,Yes,Mailed check,116.43,2470.17,0.049226947,Not At Risk
CUST00490,Female,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,60.41,3258.32,0.041352127,Not At Risk
CUST00492,Male,0,No,Yes,71,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,One year,No,Mailed check,21.89,1645.09,0.0066513186,Not At Risk
CUST00493,Female,0,No,No,15,No,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),32.73,495.87,0.23211731,Not At Risk
CUST00494,Male,0,Yes,No,58,Yes,No phone service,No,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.2,5639.52,0.042848412,Not At Risk
CUST00496,Male,1,No,Yes,41,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),52.01,2194.13,0.29232976,Not At Risk
CUST00497,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.72,785.68,0.17593054,Not At Risk
CUST00498,Male,1,No,Yes,58,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),56.09,3170.99,0.042406518,Not At Risk
CUST00499,Female,0,No,Yes,33,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),21.75,707.27,0.036787193,Not At Risk
CUST00500,Male,0,Yes,Yes,8,No,No,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,39.24,305.26,0.13929634,Not At Risk
CUST00501,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,One year,Yes,Electronic check,95.25,914.92,0.2838756,Not At Risk
CUST00503,Female,0,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.74,421.16,0.19841297,Not At Risk
CUST00504,Male,1,Yes,No,67,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),75.79,5030.26,0.01805766,Not At Risk
CUST00505,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),45.39,2064.01,0.019425437,Not At Risk
CUST00506,Female,0,No,Yes,51,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,33.91,1770.86,0.24465899,Not At Risk
CUST00507,Male,1,Yes,No,24,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),41.9,1019.75,0.048580874,Not At Risk
CUST00508,Female,0,Yes,No,20,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),77.78,1532.39,0.01730903,Not At Risk
CUST00509,Female,0,Yes,No,64,No,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),26.51,1593.11,0.13555795,Not At Risk
CUST00510,Male,0,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),63.42,3917.09,0.050524395,Not At Risk
CUST00511,Female,1,Yes,No,50,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),33.52,1702.05,0.01786078,Not At Risk
CUST00512,Male,1,Yes,Yes,35,Yes,No,No,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,47.27,1617.65,0.07795841,Not At Risk
CUST00513,Female,0,No,Yes,65,No,No,No,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,39.08,2482.7,0.2008811,Not At Risk
CUST00514,Female,0,No,Yes,14,No,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),108.3,1510.05,0.10121698,Not At Risk
CUST00516,Female,0,Yes,No,69,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,106.85,7272.65,0.11536255,Not At Risk
CUST00517,Female,0,Yes,No,0,No,Yes,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Bank transfer (automatic),58.35,67.7,0.0368312,Not At Risk
CUST00518,Female,1,No,No,22,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Two year,No,Mailed check,51.34,1067.02,0.07382828,Not At Risk
CUST00519,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No,No,Yes,No,One year,Yes,Credit card (automatic),58.06,2185.14,0.033371877,Not At Risk
CUST00520,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),21.85,1282.66,0.02617738,Not At Risk
CUST00521,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),92.47,3057.78,0.05849632,Not At Risk
CUST00522,Female,1,No,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),54.98,2254.0,0.1446135,Not At Risk
CUST00523,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.33,693.64,0.1033972,Not At Risk
CUST00524,Female,1,Yes,No,69,No,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),79.81,5433.91,0.037651062,Not At Risk
CUST00525,Male,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Mailed check,63.62,363.2,0.11175046,Not At Risk
CUST00526,Male,1,No,Yes,51,Yes,Yes,No,No,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,118.08,6088.35,0.14156899,Not At Risk
CUST00527,Female,1,No,No,2,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),55.63,92.47,0.3158232,Not At Risk
CUST00528,Female,0,No,No,62,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,81.39,5031.37,0.007974362,Not At Risk
CUST00529,Female,1,No,Yes,48,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Mailed check,51.17,2360.51,0.042654824,Not At Risk
CUST00531,Female,0,No,No,54,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),64.51,3356.8,0.015468753,Not At Risk
CUST00532,Male,0,No,No,63,Yes,No,No,Yes,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),83.41,5303.27,0.012423809,Not At Risk
CUST00533,Male,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,32.67,2020.0,0.07117082,Not At Risk
CUST00534,Male,0,No,Yes,66,No,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),93.3,6227.33,0.037906066,Not At Risk
CUST00535,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,46.92,676.69,0.18832842,Not At Risk
CUST00536,Female,0,Yes,No,31,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),64.86,2061.11,0.13568856,Not At Risk
CUST00537,Male,0,Yes,Yes,67,No,Yes,No,No internet service,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),108.31,7216.13,0.066078246,Not At Risk
CUST00539,Female,0,Yes,No,42,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,62.46,2535.14,0.2659553,Not At Risk
CUST00541,Female,0,No,No,57,No,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,25.33,1476.96,0.06760444,Not At Risk
CUST00542,Male,0,Yes,No,32,No,Yes,DSL,No,No,Yes,Yes,No,No internet service,One year,Yes,Mailed check,104.76,3387.24,0.051730976,Not At Risk
CUST00543,Female,0,No,No,13,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),82.95,1092.92,0.14715207,Not At Risk
CUST00544,Male,1,Yes,Yes,33,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),68.87,2299.9,0.1268058,Not At Risk
CUST00545,Female,0,Yes,Yes,60,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Credit card (automatic),109.0,6525.42,0.02155768,Not At Risk
CUST00547,Female,0,No,No,58,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Electronic check,49.69,2839.18,0.04784101,Not At Risk
CUST00548,Female,1,Yes,No,28,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Two year,No,Mailed check,99.15,2759.06,0.031982925,Not At Risk
CUST00550,Male,1,Yes,No,48,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),102.28,4911.39,0.0683155,Not At Risk
CUST00552,Male,1,Yes,Yes,64,Yes,No,DSL,No internet service,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),28.79,1822.13,0.015789576,Not At Risk
CUST00553,Female,0,No,Yes,68,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),88.31,5952.2,0.20213923,Not At Risk
CUST00554,Male,1,No,Yes,26,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),78.05,2037.26,0.019265948,Not At Risk
CUST00555,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,79.46,352.83,0.3747024,Not At Risk
CUST00556,Female,0,Yes,Yes,12,No,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,49.09,578.49,0.20004815,Not At Risk
CUST00557,Female,0,Yes,No,63,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,No,Electronic check,46.65,2901.96,0.0669313,Not At Risk
CUST00558,Female,0,No,No,61,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,No,Electronic check,96.25,5881.11,0.12844633,Not At Risk
CUST00559,Female,0,No,No,18,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.68,790.87,0.34351805,Not At Risk
CUST00560,Female,1,No,Yes,42,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Electronic check,64.63,2732.3,0.02524533,Not At Risk
CUST00561,Male,1,No,No,19,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),89.48,1797.55,0.030347807,Not At Risk
CUST00562,Male,0,No,Yes,67,No,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Mailed check,27.96,1815.6,0.02258095,Not At Risk
CUST00563,Male,0,No,Yes,43,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),79.45,3452.54,0.12696323,Not At Risk
CUST00564,Female,0,Yes,No,22,No,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Mailed check,78.94,1614.04,0.022690492,Not At Risk
CUST00566,Female,0,Yes,No,21,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,One year,No,Mailed check,56.99,1208.24,0.076018654,Not At Risk
